"movieId","userId","tag","timestamp"
2762,68702,"twist ending",1338686297
2762,68702,"understated",1338686299
4226,68702,"complicated",1338687103
4226,68702,"stylized",1338687106
4226,68702,"twist ending",1338687116
4226,68702,"violence",1338687124
8950,68702,"Christian Bale",1338687036
8950,68702,"creepy",1338687041
8950,68702,"twist ending",1338687061
145,108195,"Buddy movie",1137148607
231,108195,"Buddy movie",1137148769
296,108195,"Buddy movie",1137148729
540,108195,"voyeurism",1137753407
762,108195,"voyeurism",1137753433
1220,108195,"Buddy movie",1137148635
2000,108195,"Buddy movie",1137148661
2712,108195,"voyeurism",1137753363
8910,137209,"existentialism",1160007424
39183,137209,"gay",1160007329
7,119330,"relationships",1139446093
36,119330,"death penalty",1139445185
36,119330,"prison",1139445185
222,119330,"high school",1139445841
222,119330,"ireland",1139445841
249,119330,"beethoven",1139445821
318,119330,"prison escape tenacity accountant",1139444520
357,119330,"relationships",1139445625
500,119330,"divorce",1139446079
500,119330,"nanny",1139446079
527,119330,"Holocaust Poland",1139444402
586,119330,"crime",1139445301
586,119330,"latch key kids",1139445301
587,119330,"death",1139445698
590,119330,"native americans",1139445055
597,119330,"hooker",1139445529
597,119330,"john",1139445529
858,119330,"crime",1139445988
858,119330,"family",1139445988
858,119330,"mafia",1139445988
920,119330,"civil war women",1139445092
924,119330,"future",1139446041
924,119330,"future art deco",1139446041
943,119330,"single woman",1139445721
953,119330,"angel",1139446003
953,119330,"Christmas",1139446003
953,119330,"library",1139446015
1092,119330,"crime",1139446047
1101,119330,"airplanes",1139445967
1101,119330,"love",1139445967
1101,119330,"military",1139445967
1196,119330,"space",1139445082
1198,119330,"history archeology",1139444728
1210,119330,"space",1139445782
1246,119330,"friendship",1139445114
1246,119330,"high school",1139445114
1270,119330,"future",1139445103
1682,119330,"TV",1139445122
1721,119330,"love",1139445954
1721,119330,"shipwreck",1139445954
1962,119330,"old age",1139444680
2115,119330,"archeology",1139445046
2640,119330,"superheros",1139445482
2716,119330,"paranormal phenomenon",1139445924
2803,119330,"law school",1139445665
3448,119330,"radio",1139445766
3996,119330,"china mysticism",1139444919
4014,119330,"chocolate",1139445275
4014,119330,"family",1139445275
4014,119330,"tolerance",1139445275
4034,119330,"drugs",1139445749
4041,119330,"military",1139445637
4246,119330,"relationships",1139446144
4361,119330,"cross dressing",1139444414
4427,119330,"christmas England history",1139444372
4963,119330,"crime",1139445794
4973,119330,"cafe",1139445806
4973,119330,"France",1139445806
5378,119330,"space",1139445487
6863,119330,"high school",1139446120
8865,119330,"future art deco",1139444855
8961,119330,"fashion",1139445172
30707,119330,"boxing women tenacity",1139444694
33493,119330,"space",1139446125
41571,119330,"women japan world war w",1139444775
32,86784,"original",1369012048
296,86784,"storytelling",1369012125
541,86784,"Harrison Ford",1358129009
541,86784,"philosophical",1358129000
541,86784,"sci-fi",1358128984
1089,86784,"original",1369012048
1196,86784,"adventure",1356990434
1196,86784,"Harrison Ford",1356990430
1196,86784,"robots",1356990437
1214,86784,"aliens",1357091222
1214,86784,"horror",1357091218
1214,86784,"sci-fi",1357091224
1214,86784,"space",1357091226
2291,86784,"original",1369012048
2571,86784,"alternate reality",1356989029
2571,86784,"artificial intelligence",1356989032
2571,86784,"sci-fi",1356989041
2571,86784,"thought-provoking",1356989055
2672,86784,"alternate reality",1356989277
2672,86784,"crap ending",1356989290
2672,86784,"ontoleptic",1356989354
2672,86784,"simulated reality",1356989279
2762,86784,"mindfuck",1357091308
2762,86784,"twist ending",1357091304
2916,86784,"alternate reality",1356989535
2916,86784,"alternate universe",1356989537
2916,86784,"Arnold Schwarzenegger",1356989540
2916,86784,"memory",1356989547
2916,86784,"virtual reality",1356989552
3994,86784,"storytelling",1369012125
4226,86784,"black and white",1356989151
4226,86784,"psychology",1356989142
4226,86784,"storytelling",1369012125
4226,86784,"twists & turns",1356989139
5418,86784,"amnesia",1356989690
5418,86784,"assassin",1356989685
5418,86784,"espionage",1356989687
5418,86784,"memory",1356989695
7438,86784,"storytelling",1369012125
8665,86784,"amnesia",1356989621
8665,86784,"assassin",1356989624
8665,86784,"espionage",1356989629
32587,86784,"storytelling",1369012125
34319,86784,"cloning",1356989434
34319,86784,"genetics",1356989417
34319,86784,"immortality",1356989438
34319,86784,"sci-fi",1356989424
34319,86784,"scifi",1356989427
34319,86784,"surprise ending",1356989420
34405,86784,"adventure",1356990377
34405,86784,"assassin",1356990372
34405,86784,"sci-fi",1356990369
96079,86784,"James Bond",1358129119
98809,86784,"beautiful scenery",1358129077
98809,86784,"big budget",1358129096
98809,86784,"fantasy world",1358129079
98809,86784,"Tolkien",1358129071
98809,86784,"too long",1358129087
28,137609,"Amanda Root",1284990361
318,137609,"friendship",1284990120
318,137609,"hope",1284990120
1096,137609,"mental illness",1367821414
1246,137609,"carpe diem",1284990081
1957,137609,"inspirational",1367821338
2583,137609,"ensemble cast",1367821184
2806,137609,"high school",1367821307
3071,137609,"inspirational",1367821338
3088,137609,"mental illness",1367821414
3505,137609,"thriller",1367821840
4029,137609,"ensemble cast",1367821184
4814,137609,"thriller",1367821840
8207,137609,"tense",1367821802
8207,137609,"thriller",1367821840
30812,137609,"mental illness",1367821414
40629,137609,"cinematography",1284990421
63859,137609,"pixar",1367821625
79091,137609,"pixar",1367821625
81564,137609,"pixar",1367821625
99114,137609,"violent",1367821868
1747,120067,"Albanians",1234916075
3949,120067,"Darren Aronofsky",1231096382
3949,120067,"hip hop montage",1231096382
3949,120067,"SnorriCam",1231096382
34542,120067,"Werner Herzog",1226424505
55820,120067,"Noir",1231096428
55820,120067,"Tommy Lee Jones",1231096428
64839,120067,"Aronofsky",1246822494
64839,120067,"mass behavior",1246822494
64839,120067,"relationships",1246822494
68157,120067,"alternate history",1251145110
68157,120067,"violence",1251145106
68237,120067,"clones",1247176433
68237,120067,"solitude",1247176455
70286,120067,"segregation",1250543587
1,108922,"children",1284588869
1,108922,"computer animation",1284588868
1,108922,"Disney",1284588860
1,108922,"family",1284588873
1,108922,"Pixar",1284588865
592,108922,"atmospheric",1284588907
592,108922,"Batman",1284588894
592,108922,"dystopian",1284588895
592,108922,"Jack Nicholson",1284588903
592,108922,"Tim Burton",1284588901
593,108922,"Anthony Hopkins",1284587120
593,108922,"cannibalism",1284587117
593,108922,"disturbing",1284587106
593,108922,"Oscar (Best Actor)",1284587102
593,108922,"Oscar (Best Actress)",1284587100
593,108922,"Oscar (Best Picture)",1284587098
593,108922,"psychology",1284587123
593,108922,"serial killer",1284587113
593,108922,"tense",1284587125
608,108922,"black comedy",1298427477
608,108922,"dark comedy",1298427479
1251,108922,"dreams",1284588200
1251,108922,"humorous",1284588206
1251,108922,"surreal",1284588192
1653,108922,"dystopia",1284588359
1653,108922,"dystopic future",1284588356
1653,108922,"inspiring",1284588364
1653,108922,"sci-fi",1284588353
2076,108922,"atmospheric",1284587632
2076,108922,"David Lynch",1284587626
2076,108922,"Dennis Hopper",1284587650
2076,108922,"disturbing",1284587638
2076,108922,"hallucinatory",1284587641
2076,108922,"ominous",1284587658
2076,108922,"surreal",1284587646
2318,108922,"dark",1284588281
2318,108922,"dark comedy",1284588279
2318,108922,"dark humor",1284588283
2318,108922,"loneliness",1284588291
2318,108922,"Philip Seymour Hoffman",1284588276
2318,108922,"social commentary",1284588287
3108,108922,"Jeff Bridges",1284588244
3108,108922,"Robin Williams",1284588237
3108,108922,"Terry Gilliam",1284588238
4878,108922,"derivative",1284587799
4878,108922,"rip off",1284587805
6711,108922,"atmospheric",1298427409
6711,108922,"Bill Murray",1298427410
6711,108922,"bittersweet",1298427425
6711,108922,"cultural differences",1298427416
6711,108922,"intelligent",1298427423
6711,108922,"Melancholic",1298427418
6711,108922,"Oscar Nominee: Director",1298427431
6711,108922,"relationships",1298427420
6711,108922,"Scarlett Johansson",1298427434
6874,108922,"action",1284587294
6874,108922,"Quentin Tarantino",1284587287
6874,108922,"quirky",1284587290
6874,108922,"stylized",1284587292
6874,108922,"Tarantino",1284587304
6874,108922,"violence",1284587301
7438,108922,"action",1284587339
7438,108922,"martial arts",1284587362
7438,108922,"Quentin Tarantino",1284587319
7438,108922,"quirky",1284587321
7438,108922,"stylized",1284587352
7438,108922,"Tarantino",1284587325
7438,108922,"violence",1284587329
7438,108922,"violent",1284587334
8910,108922,"Irony",1298427347
8910,108922,"psuedointellectual",1298427371
8910,108922,"satire",1298427355
8914,108922,"complex",1284587735
8914,108922,"complicated plot",1284587708
8914,108922,"disturbing",1284587730
8914,108922,"intellectual",1284587727
8914,108922,"low budget",1284587733
8914,108922,"mindfuck",1284587713
8914,108922,"paradox",1284587721
8957,108922,"gore",1298427225
27773,108922,"depressing",1284587417
27773,108922,"disturbing",1284587426
27773,108922,"hallucinatory",1284587413
27773,108922,"stylized",1284587431
27773,108922,"tense",1284587418
27773,108922,"twist ending",1284587410
61323,108922,"Coen Brothers",1298427467
61323,108922,"dark comedy",1298427455
61323,108922,"funny",1298427463
61323,108922,"stupidity",1298427461
34405,316,"Firefly",1150538412
34405,316,"scifi",1150538415
34405,316,"western",1150538407
45186,316,"Ethan Hunt Should Stop Hogging The Screen!",1150538322
2145,67608,"Andrew Dice Clay",1397093389
7360,67608,"One-sided nudity",1339930272
7360,67608,"Sarah Polley",1339930292
52328,100277,"acting",1377928856
52328,100277,"cinematography",1377928851
52328,100277,"plot holes",1377928825
52328,100277,"ridiculous suspension of disbelief",1377928838
318,5268,"based on book",1180577779
370,33173,"Funny as hell",1145837613
4886,33173,"well done",1145837611
260,64100,"sci-fi",1273273928
260,64100,"space",1273273931
500,64100,"Robin Williams",1273274452
593,64100,"serial killer",1273273862
608,64100,"Coen Brothers",1273274295
1175,64100,"Black comedy",1271540487
1175,64100,"cannibalism",1271540502
1175,64100,"comedy",1271540486
1175,64100,"dark comedy",1271540482
1175,64100,"dark humor",1271540489
1175,64100,"French",1271540503
1175,64100,"Post apocalyptic",1271540496
1175,64100,"quirky",1271540492
1175,64100,"stylized",1271540493
1196,64100,"sci-fi",1273274149
1196,64100,"space",1273274151
1199,64100,"black comedy",1271540526
1199,64100,"Robert De Niro",1271540530
1199,64100,"Terry Gilliam",1271540529
1199,64100,"thought-provoking",1271540535
1265,64100,"Bill Murray",1273274435
1265,64100,"surreal",1273274429
1721,64100,"romance",1273274107
1923,64100,"Ben Stiller",1273274374
2571,64100,"sci-fi",1273274728
2858,64100,"dark comedy",1273273960
2858,64100,"surrealism",1273273967
2959,64100,"surreal",1273273902
2959,64100,"twist ending",1273273895
2997,64100,"surreal",1273274342
3793,64100,"action",1273274367
4878,64100,"surreal",1273274756
4995,64100,"psychology",1273274138
5418,64100,"action",1273274210
5618,64100,"alternate reality",1271540571
5618,64100,"animated",1271540565
5618,64100,"animation",1271540564
5618,64100,"anime",1271540562
5618,64100,"fantasy",1271540554
5618,64100,"Studio Ghibli",1271540556
6711,64100,"atmospheric",1273274275
6711,64100,"Bill Murray",1273274279
48394,64100,"fantasy",1273274657
48394,64100,"surreal",1273274661
60069,64100,"post-apocalyptic",1273274168
68358,64100,"sci-fi",1273274230
68358,64100,"space",1273274227
72998,64100,"sci-fi",1273273988
3684,37091,"Michelle Pfeiffer",1208737290
180,64150,"comic books",1173327102
3948,64150,"comical misunderstandings",1173326959
3948,64150,"obnoxious",1173326926
5108,64150,"contrived",1173327210
5108,64150,"overdramatic",1173327251
5108,64150,"preachy",1173327266
5108,64150,"silly",1173327218
5293,64150,"contrived",1173327192
5502,64150,"contrived",1173327320
5502,64150,"plebian",1173327356
5502,64150,"ridiculous",1173327299
5502,64150,"stupid",1173327327
5618,64150,"whimsical",1216766455
6350,64150,"imagination",1173325273
6350,64150,"whimsical",1173325279
6620,64150,"boring",1173327002
6620,64150,"comic books",1173327076
6620,64150,"weird",1173326989
72998,64150,"bad science",1263348855
72998,64150,"morality",1263348811
72998,64150,"plot",1263348842
72998,64150,"simplistic",1263348782
72998,64150,"tripe",1263351135
72998,64150,"unobtainium",1263348877
72998,64150,"unoriginal",1263348823
1234,88266,"great",1143403562
1373,35823,"Star Trek",1269258308
6365,35823,"cyberpunk",1269258188
6934,35823,"sci-fi",1269258180
300,108159,"intelligent",1425615945
1235,108159,"dark humor",1425614411
1235,108159,"quirky",1425614393
1280,108159,"Cinematography",1425614804
1947,108159,"musical",1425618926
1960,108159,"cinematography",1425614913
1960,108159,"lavish",1425614926
3435,108159,"Barbara Stanwyck",1425617061
3435,108159,"film noir",1425617007
3435,108159,"stylized",1425617076
94959,108159,"cinematography",1425614511
94959,108159,"quirky",1425614496
94959,108159,"Smart",1425614529
94959,108159,"stylized",1425614490
2333,82715,"Ian McKellen",1171012654
47,68836,"amazing!.",1137524906
97,68836,"Amazing!",1137524183
4025,68836,"I laughed.",1137524538
6874,68836,"much better than the sequel.",1137524487
7090,68836,"amazing photography",1137524459
7090,68836,"Epic",1137524459
7090,68836,"extremely interesting. Like an ancient tragedy.",1137524459
7438,68836,"horrible.",1137524472
2916,14833,"dystopia",1278894283
4011,14833,"Guy Ritchie",1278894960
6440,14833,"Coen Brothers",1278892118
597,45371,"romance",1273434686
1225,124078,"composer",1137191429
86882,67615,"Marion Cotillard",1309034131
86882,67615,"Owen Wilson",1309034136
86882,67615,"Paris",1309034118
42723,53113,"action",1360366598
42723,53113,"banned movie",1360366596
42723,53113,"brutal",1360366549
42723,53113,"Disappointing",1360366564
42723,53113,"goretastic",1360366552
42723,53113,"Nudity (Topless)",1360366572
42723,53113,"revenge",1360366575
42723,53113,"soft porn",1360366611
42723,53113,"torture",1360366555
42723,53113,"Tough to watch",1360366559
42723,53113,"unlikeable characters",1360366580
51077,53113,"based on a comic",1360367006
51077,53113,"motorcycle",1360367001
51077,53113,"Nicholas Cage",1360366991
51077,53113,"SO bad",1360366994
80549,53113,"dialogue",1360367209
80549,53113,"Emma Stone",1360367206
80549,53113,"family relationships",1360367218
80549,53113,"funny",1360367211
80549,53113,"satire",1360367223
80549,53113,"witty",1360367215
99114,53113,"19th century",1360172777
99114,53113,"brutal",1360172798
99114,53113,"drama",1360172783
99114,53113,"Funny",1360172785
99114,53113,"Great performances",1360172774
99114,53113,"Leonardo DiCaprio",1360172772
99114,53113,"Quentin Tarantino",1360172761
99114,53113,"Revenge",1360172768
99114,53113,"Soundtrack",1360172764
6870,30631,"Oscar (Best Actor)",1144867063
27904,30631,"Philip K. Dick",1166581795
6,132295,"Al Pacino",1355490209
6,132295,"Natalie Portman",1355490204
6,132295,"Robert De Niro",1355490198
6,132295,"suspense",1355490225
1307,132295,"Billy Crystal",1343380714
1307,132295,"chick flick",1343380690
1307,132295,"cute",1343380700
1307,132295,"meg ryan",1343380710
1307,132295,"romance",1343380719
2194,132295,"foul language",1351735774
96610,132295,"plot holes",1351736049
3897,125171,"sex drugs and rnr..what more could you want",1137469007
186,26674,"funny",1143958747
40629,84948,"unnecessary",1166313647
296,45854,"needless gratuitous violence",1169331173
750,45854,"always applicable to present",1169330385
750,45854,"insanely funny",1169330385
800,45854,"great direction",1169330751
800,45854,"impressive",1169330751
1212,45854,"musical score drives me crazy!",1169329036
4226,45854,"brilliant in concept & execution",1169330335
8949,45854,"modern male friendship",1169330927
46578,45854,"quirky good",1169330719
48738,45854,"possibly scarring",1173237235
104841,40071,"intense",1420638428
104841,40071,"visually appealing",1420638433
104841,40071,"visually stunning",1420638424
1235,92430,"dark comedy",1259460899
1235,92430,"humorous",1259460915
1235,92430,"must see",1259460925
1235,92430,"suicide",1259460920
4873,92430,"bad science",1259460825
4873,92430,"metaphysics",1259460840
4873,92430,"quirky",1259460846
4973,92430,"beautifully filmed",1259460966
4973,92430,"quirky",1259460958
4973,92430,"whimsical",1259460970
5881,32215,"George Clooney",1341257790
5881,32215,"philosophy",1341257795
5881,32215,"sci-fi",1341257788
5881,32215,"space",1341257780
5881,32215,"Steven Soderbergh",1341257785
5816,31476,"acting",1392314632
5816,31476,"book was better",1392314632
5816,31476,"thrilling",1392314632
6874,31476,"Extreme Action",1392317504
6874,31476,"sword fighting",1392317504
44191,31476,"action",1392318132
44191,31476,"based on a book",1392318134
44191,31476,"dark",1392318157
44191,31476,"England",1392318151
44191,31476,"inspirational",1392318140
44191,31476,"sci-fi",1392318149
44191,31476,"social commentary",1392318147
44191,31476,"thought-provoking",1392318144
69844,31476,"acting and story",1392314669
69844,31476,"thrilling",1392314669
69122,102549,"comedy",1268524364
608,69498,"dark comedy",1216553194
1256,69498,"Marx Brothers",1216553143
4973,69498,"romance",1216552946
7981,9991,"better than the american version",1181071787
7090,53930,"extremely interesting. Like an ancient tragedy.",1141012111
7090,53930,"propaganda in disguise",1141012097
2028,132229,"top 10 war film all time",1137308441
7438,132229,"well made stupid schlock",1142741730
1298,22245,"drama",1188177633
2116,22245,"fantasy",1188177725
2840,22245,"thriller",1188177750
2841,22245,"thriller",1188177763
8644,22245,"sci-fi",1188177658
34405,11337,"acting",1328647139
34405,11337,"plot",1328647143
3949,21401,"addiction",1237955827
3949,21401,"independent film",1237955827
492,46645,"Diane Keaton",1305476873
1274,103872,"comic book",1147086379
1527,103872,"milla",1138724869
2019,103872,"kurosawa",1156602066
2019,103872,"toshiro mifune",1156602066
2788,103872,"Gilliam",1139478847
2788,103872,"MontyPython",1139478847
3793,103872,"comic book",1147086435
4865,103872,"alan moore",1147086410
4865,103872,"comic book",1147086395
4865,103872,"Comics",1141296790
4865,103872,"Depp",1141296790
5219,103872,"milla",1138724838
5464,103872,"comic book",1147086480
6333,103872,"comic book",1147086426
7373,103872,"comic book",1147086418
8370,103872,"Takeshi Kitano",1147777287
8636,103872,"comic book",1147086474
32587,103872,"comic book",1147086369
34319,103872,"ewan mcgregor",1162909776
34319,103872,"scarlett johansson",1162909776
34405,103872,"josh whedon",1142949698
37733,103872,"comic book",1147086443
39183,103872,"Gay Cowboy",1139478696
41997,103872,"Dramatic",1141296622
41997,103872,"israel",1141296716
41997,103872,"palestine",1141296716
41997,103872,"terrorism",1141296572
41997,103872,"true story",1141296619
44191,103872,"alan moore",1147086339
44191,103872,"comic book",1147086339
47629,103872,"Helen Mirren",1171488790
5791,119309,"art",1159073763
5791,119309,"historical",1159073758
5791,119309,"Nudity (Topless)",1159073736
38038,119309,"claymation",1140229873
40583,119309,"complex",1140229815
110,131835,"historical",1424032787
110,131835,"mel gibson",1424032775
110,131835,"revenge",1424032779
110,131835,"Scotland",1424032767
1240,131835,"Arnold Schwarzenegger",1424032681
1240,131835,"robots",1424032689
1240,131835,"time travel",1424032693
1610,131835,"russian",1424032635
1610,131835,"sean connery",1424032645
1610,131835,"submarine",1424032660
3578,131835,"action",1424032741
3578,131835,"Rome",1424032720
3578,131835,"Russell Crowe",1424032725
91529,131835,"Batman",1424032548
296,43354,"nonlinear",1290553538
750,43354,"dark comedy",1290553005
750,43354,"satire",1290553001
923,43354,"Amazing Cinematography",1290553192
923,43354,"atmospheric",1290553199
1089,43354,"nonlinear",1290553499
1173,43354,"dark comedy",1290553286
1173,43354,"stylized",1290553289
1258,43354,"atmospheric",1290552970
1258,43354,"Stanley Kubrick",1290552949
5782,43354,"easily confused with other movie(s) (title)",1290554443
52973,43354,"overrated",1277049806
55276,43354,"Slow pacing",1279457581
88129,43354,"cinematography",1320676833
88129,43354,"minimalistic",1320676837
3478,36624,"Star is discovered",1292031092
8376,104037,"painful",1183187494
44,137805,"So bad it's good",1241236763
70,137805,"Sexualized violence",1241235131
112,137805,"amazing fight choreography",1241236601
141,137805,"Gay stereotypes",1241236517
231,137805,"Gross-out",1241235307
296,137805,"Sexualized violence",1241235496
296,137805,"Walked out/didn't finish",1241235496
344,137805,"Gross-out",1241235261
353,137805,"Sexualized violence",1241234702
520,137805,"Gross-out",1241235390
532,137805,"John Waters",1168533149
541,137805,"Sexualized violence",1241234768
593,137805,"Sexualized violence",1241234726
720,137805,"Aardman",1241234479
745,137805,"Aardman",1241234483
785,137805,"Gross-out",1241235275
788,137805,"Walked out/didn't finish",1241235220
924,137805,"Dull",1241235905
1092,137805,"Sexualized violence",1241234784
1148,137805,"Aardman",1241234473
1573,137805,"John Woo",1241236876
1732,137805,"dark comedy",1241236483
1760,137805,"Alan Cumming",1168533330
2232,137805,"wtf",1241236459
2353,137805,"Will Smith",1241236686
2505,137805,"Sexualized violence",1241234796
2571,137805,"amazing fight choreography",1241234623
2683,137805,"Gross-out",1241236289
2706,137805,"Gross-out",1241236293
2762,137805,"M. Night Shyamalan",1173844983
2791,137805,"Gross-out",1241235324
2841,137805,"Sexualized violence",1241234733
2907,137805,"Will Ferrell",1241234506
2908,137805,"Sexualized violence",1241234753
3113,137805,"Sexualized violence",1241234801
3147,137805,"Stephen King",1241235530
3160,137805,"multiple storylines",1241236223
3623,137805,"John Woo",1241236771
3751,137805,"aardman",1241236901
3785,137805,"Gross-out",1241235241
3793,137805,"amazing fight choreography",1241234441
3826,137805,"Sexualized violence",1241235857
3948,137805,"Gross-out",1241235269
3981,137805,"Dull",1241235932
3988,137805,"Walked out/didn't finish",1241235160
3993,137805,"Sexualized violence",1241234709
